peak_date,trough_date,peak_value,trough_value,drop_amount,days_in_reversal
2000-09-20,2000-09-26,3874.0,3611.5,262.5,6.0
2000-09-28,2000-10-04,3780.0,3477.5,302.5,6.0
2000-10-05,2000-10-12,3537.0,3024.0,513.0,7.0
2000-10-16,2000-10-18,3334.0,3025.0,309.0,2.0
2000-10-20,2000-10-26,3555.5,3240.0,315.5,6.0
2000-10-27,2000-10-30,3314.0,3062.0,252.0,3.0
2000-11-03,2000-11-13,3387.0,2755.0,632.0,10.0
2000-11-15,2000-11-22,3116.5,2677.5,439.0,7.0
2000-11-27,2000-11-30,2769.0,2589.0,180.0,3.0
2000-12-01,2000-12-04,2683.5,2480.0,203.5,3.0
2000-12-06,2000-12-07,2725.0,2630.0,95.0,1.0
2000-12-11,2000-12-21,2995.0,2390.0,605.0,10.0
2000-12-22,2000-12-26,2474.0,2374.0,100.0,4.0
2000-12-28,2001-01-02,2452.5,2130.5,322.0,5.0
2001-01-04,2001-01-08,2464.5,2328.0,136.5,4.0
2001-01-12,2001-01-16,2617.0,2445.0,172.0,4.0
2001-01-24,2001-01-26,2711.5,2663.0,48.5,2.0
2001-01-30,2001-02-05,2672.0,2425.5,246.5,6.0
2001-02-06,2001-02-14,2547.5,2325.5,222.0,8.0
2001-02-15,2001-02-22,2437.0,1968.0,469.0,7.0
2001-02-26,2001-02-28,2113.0,1881.0,232.0,2.0
2001-03-01,2001-03-05,1973.0,1944.0,29.0,4.0
2001-03-07,2001-03-13,2032.0,1792.5,239.5,6.0
2001-03-14,2001-03-16,1699.5,1669.5,30.0,2.0
2001-03-19,2001-03-21,1759.0,1607.0,152.0,2.0
2001-03-23,2001-03-29,1784.0,1559.0,225.0,6.0
2001-03-30,2001-04-04,1621.5,1361.0,260.5,5.0
2001-04-06,2001-09-07,1437.0,1338.5,98.5,154.0
2001-04-12,2001-04-17,1731.5,1710.0,21.5,5.0
2001-04-19,2001-04-24,1970.0,1765.5,204.5,5.0
2001-04-26,2001-06-18,1770.5,1678.5,92.0,53.0
2001-05-02,2001-05-04,1992.5,1944.0,48.5,2.0
2001-05-08,2001-05-14,1949.0,1777.0,172.0,6.0
2001-05-22,2001-05-24,2028.5,2010.5,18.0,2.0
2001-05-25,2001-05-31,1956.5,1843.0,113.5,6.0
2001-06-01,2001-06-04,1856.5,1820.0,36.5,3.0
2001-06-07,2001-06-18,1964.0,1678.5,285.5,11.0
2001-06-21,2001-06-25,1793.0,1774.5,18.5,4.0
2001-06-29,2001-07-11,1883.5,1661.5,222.0,12.0
2001-07-13,2001-07-19,1797.0,1752.0,45.0,6.0
2001-07-20,2001-07-24,1670.5,1588.5,82.0,4.0
2001-07-27,2001-07-30,1706.5,1671.5,35.0,3.0
2001-08-02,2001-08-10,1775.5,1582.5,193.0,8.0
2001-08-14,2001-08-22,1633.0,1523.5,109.5,8.0
2001-08-27,2001-09-07,1562.5,1338.5,224.0,11.0
2001-09-10,2001-09-21,1380.0,1104.0,276.0,11.0
2001-09-25,2001-09-27,1229.5,1107.5,122.0,2.0
2001-10-05,2001-10-09,1287.5,1245.5,42.0,4.0
2001-10-12,2001-10-30,1337.0,1323.0,14.0,18.0
2001-10-16,2001-10-18,1419.0,1351.0,68.0,2.0
2001-10-26,2001-10-30,1450.0,1323.0,127.0,4.0
2001-11-07,2001-11-09,1510.0,1493.0,17.0,2.0
2001-11-14,2001-11-16,1623.0,1566.0,57.0,2.0
2001-11-19,2001-11-21,1629.0,1527.5,101.5,2.0
2001-11-26,2001-11-28,1623.5,1555.5,68.0,2.0
2001-11-30,2001-12-03,1582.5,1563.0,19.5,3.0
2001-12-06,2001-12-10,1738.0,1642.0,96.0,4.0
2001-12-12,2001-12-14,1685.0,1625.0,60.0,2.0
2001-12-18,2001-12-21,1667.0,1584.5,82.5,3.0
2001-12-28,2002-01-02,1645.5,1618.5,27.0,5.0
2002-01-04,2002-01-14,1704.5,1598.5,106.0,10.0
2002-01-15,2002-01-22,1679.5,1503.0,176.5,7.0
2002-01-25,2002-01-30,1576.5,1543.5,33.0,5.0
2002-01-31,2002-02-07,1561.0,1414.0,147.0,7.0
2002-02-11,2002-02-12,1481.0,1450.0,31.0,1.0
2002-02-14,2002-02-22,1512.0,1375.0,137.0,8.0
2002-02-26,2002-02-28,1382.5,1356.5,26.0,2.0
2002-03-06,2002-03-07,1525.0,1487.5,37.5,1.0
2002-03-11,2002-03-14,1575.0,1475.5,99.5,3.0
2002-03-19,2002-03-21,1529.5,1499.5,30.0,2.0
2002-03-22,2002-03-28,1473.0,1468.0,5.0,6.0
2002-04-01,2002-04-05,1489.5,1378.5,111.0,4.0
2002-04-08,2002-04-12,1405.0,1363.0,42.0,4.0
2002-04-17,2002-04-18,1397.0,1373.5,23.5,1.0
2002-04-19,2002-04-29,1418.0,1231.0,187.0,10.0
2002-05-01,2002-05-07,1234.5,1144.5,90.0,6.0
2002-05-09,2002-05-10,1241.0,1187.5,53.5,1.0
2002-05-16,2002-05-22,1331.0,1271.5,59.5,6.0
2002-05-23,2002-05-29,1292.0,1216.0,76.0,6.0
2002-05-30,2002-06-04,1236.5,1193.5,43.0,5.0
2002-06-05,2002-06-14,1198.5,1114.0,84.5,9.0
2002-06-18,2002-06-21,1171.0,1054.5,116.5,3.0
2002-06-24,2002-06-26,1082.0,1039.5,42.5,2.0
2002-06-28,2002-07-02,1044.5,965.0,79.5,4.0
2002-07-08,2002-07-10,1012.5,962.0,50.5,2.0
2002-07-17,2002-07-23,1066.0,898.5,167.5,6.0
2002-07-24,2002-07-26,953.0,921.0,32.0,2.0
2002-07-30,2002-08-05,995.0,858.0,137.0,6.0
2002-08-08,2002-08-13,951.5,909.0,42.5,5.0
2002-08-19,2002-08-20,1029.5,1002.5,27.0,1.0
2002-08-22,2002-08-28,1055.0,941.5,113.5,6.0
2002-09-11,2002-09-19,942.0,866.5,75.5,8.0
2002-09-20,2002-09-24,884.5,833.5,51.0,4.0
2002-09-26,2002-09-30,863.0,826.0,37.0,4.0
2002-10-02,2002-10-07,846.5,800.5,46.0,5.0
2002-10-08,2002-10-09,831.0,800.0,31.0,1.0
2002-10-23,2002-10-24,993.0,964.5,28.5,1.0
2002-10-28,2002-10-29,975.0,942.5,32.5,1.0
2002-11-15,2002-11-19,1066.5,1019.0,47.5,4.0
2002-11-25,2002-11-26,1135.5,1083.5,52.0,1.0
2002-11-28,2002-11-29,1132.0,1084.0,48.0,1.0
2002-12-02,2002-12-05,1157.5,1051.5,106.0,3.0
2002-12-06,2002-12-10,1075.0,1044.5,30.5,4.0
2002-12-12,2002-12-16,1052.5,1044.0,8.5,4.0
2002-12-17,2002-12-19,1053.5,999.5,54.0,2.0
2002-12-24,2002-12-31,1022.0,979.0,43.0,7.0
2003-01-07,2003-01-08,1085.5,1042.0,43.5,1.0
2003-01-10,2003-01-13,1099.0,1077.5,21.5,3.0
2003-01-14,2003-01-22,1101.0,999.5,101.5,8.0
2003-01-23,2003-01-27,1041.0,980.0,61.0,4.0
2003-01-29,2003-01-31,1025.0,965.0,60.0,2.0
2003-02-03,2003-02-05,998.5,964.5,34.0,2.0
2003-02-06,2003-02-10,980.0,976.0,4.0,4.0
2003-02-11,2003-02-13,990.5,983.5,7.0,2.0
2003-02-18,2003-02-20,1019.5,1000.0,19.5,2.0
2003-02-21,2003-02-27,1021.0,1002.5,18.5,6.0
2003-02-28,2003-03-04,1014.5,982.0,32.5,4.0
2003-03-05,2003-03-11,996.5,957.0,39.5,6.0
2003-03-18,2003-03-19,1086.5,1059.0,27.5,1.0
2003-03-21,2003-03-25,1095.5,1079.0,16.5,4.0
2003-03-26,2003-04-01,1078.5,1035.0,43.5,6.0
2003-04-03,2003-04-11,1082.0,1022.0,60.0,8.0
2003-04-15,2003-04-16,1064.0,1052.5,11.5,1.0
2003-04-23,2003-04-25,1118.0,1082.0,36.0,2.0
2003-04-29,2003-05-01,1129.5,1110.5,19.0,2.0
2003-05-06,2003-05-08,1163.5,1117.5,46.0,2.0
2003-05-13,2003-05-14,1149.5,1141.5,8.0,1.0
2003-05-16,2003-05-21,1147.0,1104.5,42.5,5.0
2003-05-23,2003-05-26,1137.0,1134.5,2.5,3.0
2003-05-30,2003-06-03,1202.5,1202.0,0.5,4.0
2003-06-05,2003-06-09,1235.0,1188.0,47.0,4.0
2003-06-12,2003-06-13,1240.0,1201.0,39.0,1.0
2003-06-18,2003-06-25,1256.0,1188.0,68.0,7.0
2003-06-27,2008-10-27,1199.0,1136.75,62.25,1949.0
2003-07-09,2003-07-10,1287.0,1262.0,25.0,1.0
2003-07-14,2003-07-21,1319.5,1232.0,87.5,7.0
2003-07-23,2003-07-24,1276.5,1252.5,24.0,1.0
2003-07-28,2003-07-30,1288.0,1262.0,26.0,2.0
2003-07-31,2003-08-06,1301.0,1211.5,89.5,6.0
2003-08-07,2003-08-08,1227.0,1204.0,23.0,1.0
2003-08-22,2003-09-30,1305.5,1303.0,2.5,39.0
2003-09-09,2003-09-11,1364.5,1358.5,6.0,2.0
2003-09-12,2003-09-15,1360.0,1345.5,14.5,3.0
2003-09-19,2003-09-26,1401.0,1309.0,92.0,7.0
2003-09-29,2003-09-30,1336.0,1303.0,33.0,1.0
2003-10-07,2003-10-08,1395.5,1377.5,18.0,1.0
2003-10-14,2003-10-15,1425.0,1410.5,14.5,1.0
2003-10-16,2003-10-20,1430.0,1413.0,17.0,4.0
2003-10-21,2003-10-24,1427.5,1378.0,49.5,3.0
2003-11-04,2003-11-11,1426.0,1402.0,24.0,7.0
2003-11-06,2003-11-11,1448.0,1402.0,46.0,5.0
2003-11-13,2003-11-18,1430.0,1360.5,69.5,5.0
2003-11-19,2003-11-21,1384.0,1378.5,5.5,2.0
2003-12-02,2003-12-03,1431.0,1417.5,13.5,1.0
2003-12-04,2003-12-10,1435.5,1395.0,40.5,6.0
2003-12-12,2003-12-15,1404.0,1393.0,11.0,3.0
2003-12-24,2003-12-26,1451.0,1444.0,7.0,2.0
2003-12-30,2004-01-02,1477.0,1460.5,16.5,3.0
2004-01-08,2004-01-09,1531.0,1514.5,16.5,1.0
2004-01-13,2004-02-05,1515.0,1477.0,38.0,23.0
2004-01-20,2004-01-22,1563.0,1532.5,30.5,2.0
2004-01-26,2004-02-05,1556.0,1477.0,79.0,10.0
2004-02-11,2004-02-16,1516.5,1492.0,24.5,5.0
2004-02-18,2004-02-24,1517.0,1452.0,65.0,6.0
2004-02-26,2004-02-27,1482.0,1459.5,22.5,1.0
2004-03-02,2004-03-03,1473.0,1456.5,16.5,1.0
2004-03-05,2004-03-11,1494.5,1395.5,99.0,6.0
2004-03-15,2004-03-23,1400.5,1369.5,31.0,8.0
2004-03-17,2004-03-23,1433.0,1369.5,63.5,6.0
2004-03-30,2004-03-31,1448.0,1434.0,14.0,1.0
2004-04-05,2004-04-07,1511.0,1495.0,16.0,2.0
2004-04-12,2004-04-16,1500.0,1462.5,37.5,4.0
2004-04-19,2004-04-21,1473.5,1454.5,19.0,2.0
2004-04-23,2004-04-30,1501.0,1399.5,101.5,7.0
2004-05-05,2004-05-10,1437.0,1384.0,53.0,5.0
2004-05-11,2004-05-13,1424.5,1405.5,19.0,2.0
2004-05-14,2004-05-17,1393.5,1372.5,21.0,3.0
2004-05-31,2004-06-03,1470.0,1441.5,28.5,3.0
2004-06-08,2004-06-10,1496.5,1485.0,11.5,2.0
2004-06-11,2004-06-14,1474.5,1451.5,23.0,3.0
2004-06-16,2004-06-21,1474.5,1454.5,20.0,5.0
2004-06-25,2004-06-28,1508.5,1488.5,20.0,3.0
2004-06-30,2004-07-02,1528.5,1477.0,51.5,2.0
2004-07-05,2004-07-19,1483.5,1389.5,94.0,14.0
2004-07-20,2004-07-26,1434.5,1360.0,74.5,6.0
2004-08-02,2004-08-09,1410.5,1327.0,83.5,7.0
2004-08-10,2004-08-12,1348.5,1303.0,45.5,2.0
2004-08-18,2004-08-19,1364.5,1345.0,19.5,1.0
2004-08-27,2004-08-31,1395.0,1373.0,22.0,4.0
2004-09-02,2004-09-06,1403.5,1381.5,22.0,4.0
2004-09-07,2004-09-08,1392.0,1374.0,18.0,1.0
2004-09-14,2004-09-16,1436.5,1430.0,6.5,2.0
2004-09-21,2004-09-28,1446.5,1399.0,47.5,7.0
2004-10-06,2004-10-13,1479.5,1428.5,51.0,7.0
2004-10-18,2004-10-20,1461.0,1460.0,1.0,2.0
2004-10-21,2004-10-25,1482.5,1429.5,53.0,4.0
2004-10-28,2004-10-29,1495.5,1477.5,18.0,1.0
2004-11-08,2004-11-10,1535.0,1516.0,19.0,2.0
2004-11-15,2004-11-16,1565.0,1543.5,21.5,1.0
2004-11-18,2004-11-22,1584.5,1572.5,12.0,4.0
2004-11-25,2004-11-30,1593.5,1572.0,21.5,5.0
2004-12-06,2004-12-08,1627.0,1608.5,18.5,2.0
2004-12-09,2004-12-10,1617.0,1599.5,17.5,1.0
2004-12-14,2004-12-20,1633.0,1595.0,38.0,6.0
2004-12-23,2004-12-27,1628.0,1607.0,21.0,4.0
2004-12-29,2005-01-06,1638.5,1561.5,77.0,8.0
2005-01-10,2005-01-11,1564.0,1551.0,13.0,1.0
2005-01-12,2005-01-14,1573.0,1569.5,3.5,2.0
2005-01-18,2005-01-24,1580.5,1484.5,96.0,6.0
2005-01-27,2005-01-28,1517.5,1489.5,28.0,1.0
2005-02-01,2005-02-03,1532.5,1504.5,28.0,2.0
2005-02-07,2005-02-10,1525.5,1499.5,26.0,3.0
2005-02-15,2005-02-23,1565.0,1509.0,56.0,8.0
2005-02-25,2005-03-03,1532.0,1502.5,29.5,6.0
2005-03-02,2005-03-03,1517.0,1502.5,14.5,1.0
2005-03-07,2005-03-17,1555.0,1497.0,58.0,10.0
2005-03-18,2005-03-22,1483.0,1473.0,10.0,4.0
2005-03-24,2005-03-29,1495.0,1465.5,29.5,5.0
2005-03-31,2005-04-01,1485.5,1473.0,12.5,1.0
2005-04-07,2005-04-11,1510.0,1483.0,27.0,4.0
2005-04-12,2005-04-18,1497.5,1400.5,97.0,6.0
2005-04-22,2005-04-28,1417.0,1411.5,5.5,6.0
2005-04-26,2005-04-28,1425.0,1411.5,13.5,2.0
2005-05-09,2005-05-11,1467.0,1465.0,2.0,2.0
2005-05-24,2005-05-25,1544.0,1526.5,17.5,1.0
2005-05-27,2005-05-31,1553.5,1540.0,13.5,4.0
2005-06-02,2005-06-08,1572.0,1524.5,47.5,6.0
2005-06-09,2005-06-13,1544.5,1539.5,5.0,4.0
2005-06-14,2005-06-27,1521.5,1499.5,22.0,13.0
2005-06-17,2005-06-20,1549.0,1537.0,12.0,3.0
2005-06-22,2005-06-27,1538.0,1499.5,38.5,5.0
2005-06-29,2005-07-01,1510.5,1498.0,12.5,2.0
2005-07-06,2006-07-17,1504.5,1486.75,17.75,376.0
2005-07-15,2005-07-18,1591.0,1578.0,13.0,3.0
2005-07-20,2005-07-21,1614.0,1598.5,15.5,1.0
2005-07-28,2005-08-01,1627.5,1609.5,18.0,4.0
2005-08-03,2005-08-08,1635.0,1593.5,41.5,5.0
2005-08-09,2005-08-12,1612.5,1585.5,27.0,3.0
2005-08-15,2005-08-19,1612.5,1576.0,36.5,4.0
2005-08-22,2005-08-24,1593.5,1562.5,31.0,2.0
2005-08-25,2005-08-26,1573.0,1555.0,18.0,1.0
2005-09-01,2005-09-02,1575.0,1573.0,2.0,1.0
2005-09-07,2005-09-15,1592.0,1584.5,7.5,8.0
2005-09-12,2005-09-15,1618.5,1584.5,34.0,3.0
2005-09-19,2005-09-22,1591.5,1583.0,8.5,3.0
2005-09-23,2005-10-07,1589.5,1558.5,31.0,14.0
2005-10-03,2005-10-07,1624.5,1558.5,66.0,4.0
2005-10-10,2005-10-12,1553.0,1525.5,27.5,2.0
2005-10-17,2005-10-18,1559.0,1544.0,15.0,1.0
2005-10-20,2006-06-13,1553.0,1512.0,41.0,236.0
2005-10-25,2005-10-28,1580.5,1565.0,15.5,3.0
2005-11-04,2005-11-07,1638.5,1627.0,11.5,3.0
2005-11-11,2005-11-15,1666.0,1644.0,22.0,4.0
2005-11-23,2005-11-30,1709.0,1673.5,35.5,7.0
2005-12-02,2005-12-05,1712.0,1691.0,21.0,3.0
2005-12-06,2005-12-08,1719.0,1675.0,44.0,2.0
2005-12-13,2005-12-15,1713.5,1687.5,26.0,2.0
2005-12-16,2005-12-20,1699.0,1689.0,10.0,4.0
2005-12-22,2005-12-30,1702.0,1654.0,48.0,8.0
2006-01-11,2006-01-13,1774.0,1749.5,24.5,2.0
2006-01-16,2006-01-18,1764.0,1713.5,50.5,2.0
2006-01-19,2006-01-23,1752.5,1696.0,56.5,4.0
2006-01-24,2006-01-26,1706.0,1704.5,1.5,2.0
2006-01-30,2006-02-07,1730.0,1651.5,78.5,8.0
2006-02-09,2006-02-21,1658.0,1655.0,3.0,12.0
2006-02-16,2006-02-21,1698.0,1655.0,43.0,5.0
2006-02-23,2006-03-07,1673.5,1654.0,19.5,12.0
2006-02-27,2006-03-01,1705.5,1701.0,4.5,2.0
2006-03-02,2006-03-07,1703.5,1654.0,49.5,5.0
2006-03-08,2006-03-10,1671.5,1659.0,12.5,2.0
2006-03-15,2006-03-17,1697.5,1686.5,11.0,2.0
2006-03-21,2006-03-23,1687.5,1677.5,10.0,2.0
2006-03-27,2006-03-28,1705.0,1683.5,21.5,1.0
2006-03-30,2006-04-03,1737.5,1720.0,17.5,4.0
2006-04-06,2006-04-12,1761.25,1713.5,47.75,6.0
2006-04-13,2006-04-17,1734.75,1696.25,38.5,4.0
2006-04-19,2006-04-26,1751.5,1706.25,45.25,7.0
2006-04-28,2006-05-03,1709.0,1687.75,21.25,5.0
2006-05-08,2006-05-18,1728.0,1592.0,136.0,10.0
2006-05-19,2006-05-23,1610.75,1562.25,48.5,4.0
2006-05-26,2006-05-31,1612.25,1591.5,20.75,5.0
2006-06-02,2006-06-13,1601.0,1512.0,89.0,11.0
2006-06-16,2006-06-19,1566.5,1560.75,5.75,3.0
2006-06-21,2006-06-23,1604.5,1560.5,44.0,2.0
2006-06-26,2006-06-28,1579.0,1558.25,20.75,2.0
2006-06-30,2006-07-10,1590.25,1526.25,64.0,10.0
2006-07-04,2006-07-10,1602.5,1526.25,76.25,6.0
2006-07-11,2006-07-17,1549.0,1486.75,62.25,6.0
2006-07-19,2006-07-21,1510.25,1459.75,50.5,2.0
2006-07-26,2006-07-27,1509.5,1484.0,25.5,1.0
2006-07-31,2006-08-01,1509.75,1483.5,26.25,1.0
2006-08-03,2006-08-08,1527.5,1481.75,45.75,5.0
2006-08-10,2006-08-11,1507.25,1485.5,21.75,1.0
2006-08-18,2006-08-24,1585.75,1546.75,39.0,6.0
2006-08-30,2006-08-31,1587.5,1579.0,8.5,1.0
2006-09-05,2006-09-07,1608.25,1561.5,46.75,2.0
2006-09-18,2006-09-19,1644.25,1627.0,17.25,1.0
2006-09-21,2006-09-22,1648.5,1632.5,16.0,1.0
2006-09-27,2006-10-03,1683.25,1663.0,20.25,6.0
2006-10-05,2006-10-06,1706.25,1691.75,14.5,1.0
2006-10-16,2006-10-18,1748.0,1707.25,40.75,2.0
2006-10-19,2006-10-20,1726.25,1706.25,20.0,1.0
2006-10-24,2006-11-03,1717.0,1701.25,15.75,10.0
2006-10-26,2006-10-30,1757.0,1745.75,11.25,4.0
2006-10-31,2006-11-03,1749.75,1701.25,48.5,3.0
2006-11-08,2006-11-10,1765.25,1759.5,5.75,2.0
2006-11-16,2006-11-17,1813.0,1794.0,19.0,1.0
2006-11-23,2006-11-28,1821.0,1786.75,34.25,5.0
2006-11-29,2006-12-01,1800.0,1762.5,37.5,2.0
2006-12-05,2006-12-07,1814.25,1776.25,38.0,2.0
2006-12-11,2006-12-13,1805.0,1794.25,10.75,2.0
2006-12-15,2006-12-26,1825.75,1775.25,50.5,11.0
2006-12-27,2006-12-28,1788.0,1770.0,18.0,1.0
2006-12-29,2007-01-03,1793.25,1747.0,46.25,5.0
2007-01-05,2007-01-23,1785.75,1783.25,2.5,18.0
2007-01-12,2007-01-23,1863.0,1783.25,79.75,11.0
2007-01-25,2007-01-26,1784.75,1773.0,11.75,1.0
2007-01-31,2007-02-01,1808.75,1794.25,14.5,1.0
2007-02-05,2007-02-06,1798.25,1784.75,13.5,1.0
2007-02-08,2007-02-12,1808.75,1781.25,27.5,4.0
2007-02-15,2007-02-16,1832.0,1819.75,12.25,1.0
2007-02-22,2007-03-05,1857.5,1704.75,152.75,11.0
2007-03-08,2007-03-09,1759.75,1735.25,24.5,1.0
2007-03-12,2007-03-14,1760.5,1748.75,11.75,2.0
2007-03-22,2007-03-23,1812.5,1810.75,1.75,1.0
2007-03-26,2007-03-29,1822.25,1770.25,52.0,3.0
2007-04-05,2007-04-09,1831.5,1820.5,11.0,4.0
2007-04-10,2007-04-12,1833.25,1830.0,3.25,2.0
2007-04-17,2007-04-19,1855.0,1831.25,23.75,2.0
2007-04-27,2007-05-01,1907.25,1887.75,19.5,4.0
2007-05-04,2007-05-08,1922.5,1892.0,30.5,4.0
2007-05-09,2007-05-11,1918.75,1911.75,7.0,2.0
2007-05-14,2007-05-15,1886.25,1877.75,8.5,1.0
2007-05-22,2007-05-25,1928.75,1898.0,30.75,3.0
2007-06-04,2007-06-08,1939.75,1909.5,30.25,4.0
2007-06-11,2007-06-12,1902.25,1889.0,13.25,1.0
2007-06-19,2007-06-20,1957.0,1945.25,11.75,1.0
2007-06-21,2007-06-26,1968.0,1923.5,44.5,5.0
2007-06-28,2007-06-29,1967.75,1941.5,26.25,1.0
2007-07-09,2007-07-11,2014.5,2010.0,4.5,2.0
2007-07-19,2007-07-27,2077.75,1960.75,117.0,8.0
2007-07-30,2007-08-01,1996.25,1963.5,32.75,2.0
2007-08-02,2007-08-06,1982.0,1964.75,17.25,4.0
2007-08-08,2007-08-10,2006.75,1906.75,100.0,2.0
2007-08-14,2007-08-16,1910.25,1813.75,96.5,2.0
2007-08-27,2007-08-28,1948.25,1905.5,42.75,1.0
2007-09-04,2007-09-10,2038.5,1947.0,91.5,6.0
2007-09-13,2007-09-17,2008.5,1976.75,31.75,4.0
2007-09-19,2007-09-21,2057.25,2051.25,6.0,2.0
2007-09-27,2007-09-28,2123.0,2103.25,19.75,1.0
2007-10-02,2007-10-03,2125.25,2115.25,10.0,1.0
2007-10-10,2007-10-11,2199.0,2145.75,53.25,1.0
2007-10-15,2007-10-16,2162.0,2161.5,0.5,1.0
2007-10-18,2007-10-22,2210.0,2177.0,33.0,4.0
2007-10-23,2007-10-25,2221.0,2159.25,61.75,2.0
2007-10-31,2007-11-05,2253.0,2191.25,61.75,5.0
2007-11-06,2007-11-12,2236.0,1986.5,249.5,6.0
2007-11-14,2007-11-15,2037.0,2015.5,21.5,1.0
2007-11-20,2007-11-23,2071.75,2037.25,34.5,3.0
2007-11-29,2007-12-04,2114.0,2052.0,62.0,5.0
2007-12-10,2007-12-18,2144.75,2048.75,96.0,8.0
2007-12-26,2008-01-08,2164.25,1921.75,242.5,13.0
2008-01-10,2008-01-23,1982.0,1698.25,283.75,13.0
2008-01-25,2008-02-06,1791.0,1736.5,54.5,12.0
2008-01-29,2008-01-30,1825.0,1796.25,28.75,1.0
2008-02-01,2008-02-06,1879.0,1736.5,142.5,5.0
2008-02-11,2008-02-12,1802.5,1772.75,29.75,1.0
2008-02-14,2008-02-19,1788.0,1762.0,26.0,5.0
2008-02-21,2008-03-03,1764.75,1718.25,46.5,11.0
2008-02-27,2008-03-03,1809.75,1718.25,91.5,5.0
2008-03-05,2008-03-10,1770.75,1674.0,96.75,5.0
2008-03-13,2008-03-17,1761.5,1668.5,93.0,4.0
2008-03-25,2008-03-28,1839.5,1768.0,71.5,3.0
2008-04-04,2008-04-09,1891.25,1820.5,70.75,5.0
2008-04-10,2008-04-15,1870.25,1781.25,89.0,5.0
2008-04-21,2008-04-23,1920.5,1919.25,1.25,2.0
2008-04-25,2008-04-30,1933.75,1916.75,17.0,5.0
2008-04-29,2008-04-30,1947.75,1916.75,31.0,1.0
2008-05-02,2008-05-08,2008.0,1984.0,24.0,6.0
2008-05-13,2008-05-14,2009.0,1995.75,13.25,1.0
2008-05-16,2008-05-23,2041.5,1945.75,95.75,7.0
2008-05-30,2008-06-03,2043.75,1978.75,65.0,4.0
2008-06-05,2008-06-12,2060.25,1956.0,104.25,7.0
2008-06-16,2008-06-18,1992.5,1943.25,49.25,2.0
2008-06-20,2008-06-24,1965.0,1895.0,70.0,4.0
2008-06-25,2008-06-30,1960.75,1842.25,118.5,5.0
2008-07-01,2008-07-03,1872.0,1806.25,65.75,2.0
2008-07-08,2008-07-15,1876.75,1765.25,111.5,7.0
2008-07-17,2008-07-21,1833.0,1813.25,19.75,4.0
